0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Isosorbide,-0.21398966,0.08855705,0.09131102,-0.046019517,-0.18513033,-0.4086755,-0.057976354,-0.13966593,-0.35965326,-0.41392177,-0.46052992,0.1951906,0.46467507,-0.071155936,-0.11336587,0.14015682,0.16922295,-0.20981511,-0.20170447,0.035463203,-0.08244267,0.29275987,-0.1915733,-0.2701074,0.22341669,0.12640953,-0.051953245,-0.08401155,0.10988361,-0.104449995,-0.22375502,-0.07049258,0.08233249,0.13006376,-0.10292052,-0.13516313,0.49816355,-0.13857263,-0.2278051,0.15617879,-0.13744941,0.45920682,0.0025527205,-0.13686371,-0.56712407,-0.14731824,0.38233045,-0.32481197,-0.38137487,0.09500474
Levmetamfetamine (nasal),0.011478176,0.107749924,-0.0045164144,0.13428599,-0.26020882,-0.41613945,-0.056815192,0.050595023,-0.30907694,-0.30823955,-0.18733503,-0.0012674782,0.20021582,-0.14808713,0.00045317892,0.22516972,0.19336657,-0.10106533,0.051477063,0.1236659,-0.26623812,0.30406663,-0.1535566,-0.25851116,0.11310369,0.12513715,-0.029731447,-0.10159133,0.20781527,-0.1242211,-0.028027408,-0.18616292,0.030134948,-0.059206944,-0.051226422,-0.09470119,0.35976887,-0.26857367,-0.29291227,0.24476871,-0.34033072,0.36193988,-0.25458437,-0.036888804,-0.7438553,-0.05648467,0.35237086,-0.28645578,-0.21631236,0.056325544
Mazindol,0.128047,0.08921964,-0.026683189,0.102123596,-0.22783239,-0.44720945,-0.1414952,0.113517955,-0.26441324,-0.45515287,-0.17843483,0.030898036,0.22133885,0.031047747,0.06892171,0.38785422,0.0988758,-0.13592662,0.102234066,0.1794002,-0.33529767,0.36474457,-0.20778382,-0.25685042,0.09033674,0.12702467,-0.024611704,-0.042855557,0.29651865,-0.08536952,0.07405411,-0.2695702,0.118183196,-0.071020074,0.044818014,0.0065937466,0.44717255,-0.19260019,-0.3965787,0.1962153,-0.2944475,0.37496555,-0.17096932,0.041712243,-0.7030524,-0.10762354,0.32608277,-0.34769088,-0.28074712,0.13391863
Mephentermine,0.08198212,0.19614217,0.0031573821,0.074947976,-0.25878873,-0.3395138,-0.14596468,0.053969193,-0.25735515,-0.3714142,-0.24322405,0.061351802,0.2414441,-0.0340547,0.044615712,0.3783328,0.29129744,-0.10684897,0.072004795,0.17591098,-0.22616853,0.32160768,-0.24027705,-0.18584324,-0.004896319,0.18742849,0.023284195,-0.07814883,0.22487533,-0.15848945,0.09081503,-0.26419276,0.0824993,-0.13659844,-0.0499583,-0.05352891,0.47297332,-0.2182656,-0.39468017,0.25485933,-0.30823407,0.30100074,-0.15982723,0.0259277,-0.7165504,-0.014108199,0.3648808,-0.2711121,-0.26129663,0.20360683
Metaraminol,0.09382473,0.23795904,-0.10507705,0.10262509,-0.45348346,-0.5224626,-0.1050038,-0.06249405,-0.34624887,-0.47169268,-0.425103,0.13683079,0.26127318,0.054118734,0.0822024,0.3958421,0.19170588,-0.04143526,0.0941881,0.13221043,-0.3934882,0.45273426,-0.26191983,-0.1388896,0.12141399,0.2129091,0.030910278,-0.06882169,0.25289327,-0.18473728,0.20225811,-0.13933046,0.090873964,-0.23707551,-0.00599001,-0.08454543,0.39068276,-0.20322199,-0.38354436,0.36241797,-0.3122943,0.25514463,-0.21804093,-0.072291456,-0.74704367,-0.0943762,0.35198942,-0.3048972,-0.4171466,0.13427812
Methoxamine,0.16326343,0.2022836,-0.022058792,0.20379423,-0.26482838,-0.5068536,-0.10382018,0.05046194,-0.24510635,-0.37409538,-0.10617721,0.10353078,0.14824076,-0.0868802,-0.019224161,0.32828018,0.13435456,-0.038645387,0.1320426,0.21287648,-0.33954483,0.37587276,-0.14552489,-0.18610722,0.007841499,0.119911514,-0.037316535,-0.01300989,0.117766194,-0.09493137,0.17484488,-0.17363071,0.04421461,-0.14683285,-0.10063379,-0.07553678,0.49326792,-0.23474137,-0.39923704,0.3547323,-0.40449637,0.2739601,-0.18819986,-0.021048933,-0.6561561,-0.05805222,0.32575685,-0.29587954,-0.2634713,0.021252366
Naphazoline (nasal),0.09071839,0.16064832,0.019556021,0.07862274,-0.16479863,-0.3595206,-0.06365479,0.041110523,-0.23991682,-0.28903928,-0.181384,0.030842297,0.13069537,-0.07428894,-0.010206399,0.23511215,0.20204961,-0.16167846,0.01638798,0.1616217,-0.2406614,0.39685854,-0.16598389,-0.19001625,0.06192349,0.09787419,0.075359695,-0.0425734,0.076709814,-0.15393107,0.10114356,-0.18933943,0.048182737,-0.1981183,-0.09747022,-0.06355298,0.5083798,-0.1980826,-0.32728833,0.3340457,-0.22616136,0.31508923,-0.018808795,0.029436396,-0.59958214,-0.12578207,0.2868753,-0.25062257,-0.2352519,0.14478481
Nitroglycerin,0.17177129,0.08549204,0.039274115,0.028973982,-0.27174333,-0.52330124,-0.23616533,-0.06020021,-0.33718336,-0.42587572,-0.2493597,0.13957344,0.28241587,0.07557053,0.09516555,0.3036956,0.17296562,-0.17478085,0.036942363,0.27647668,-0.36944708,0.45310655,-0.1267264,-0.17140849,0.039357223,0.1814061,0.10176985,-0.05152055,0.13048723,-0.28115982,0.15612656,-0.1830149,0.15134823,-0.15930389,-0.11408631,-0.014747232,0.4118849,-0.19062917,-0.35744822,0.37204018,-0.27351534,0.239757,-0.24936377,-0.033356138,-0.6729251,-0.19260359,0.38509715,-0.36722997,-0.27703753,0.18040662
Phendimetrazine,0.07128373,0.22994608,0.060103096,0.08987504,-0.29837754,-0.36285552,-0.15104987,-0.054995377,-0.31277114,-0.366439,-0.28820637,0.13858703,0.30474254,-0.024578217,0.018924164,0.39611447,0.11472732,-0.0753561,0.1149547,0.28319848,-0.3218383,0.37239334,-0.24851806,-0.17874818,0.09935552,0.25868317,0.03668989,-0.08544475,0.26390696,-0.20635302,0.22167778,-0.2344041,0.0965745,-0.16279231,-0.06216925,-0.12154292,0.3180661,-0.18864872,-0.4262283,0.32889578,-0.44958693,0.26652837,-0.21963415,0.0025792946,-0.6488752,-0.003102565,0.34887084,-0.25425237,-0.33902502,0.13293016
Phenelzine,0.03952794,-0.0076845866,0.066754244,0.08377528,-0.3984692,-0.5875713,-0.25348768,0.23869763,-0.13807511,-0.30829072,-0.22930998,0.050040536,0.18967178,0.06644808,0.2066138,0.1822036,0.17266442,-0.24877453,0.30615467,0.16577496,-0.6060434,0.58617884,-0.06905856,-0.18714876,0.10380832,0.10155087,0.23147121,-0.19390833,0.039935134,-0.42032376,0.09810151,-0.22471948,0.086672954,-0.5004681,0.1188564,-0.20038931,0.39274156,-0.07249609,-0.5417626,0.5349597,-0.25429186,0.21116231,-0.20402622,-0.2455343,-0.6478566,-0.2585667,0.35868436,-0.325706,-0.24140325,0.054321658
Phenoxybenzamine,0.0779198,0.14448878,0.001403698,-0.013788023,-0.27214503,-0.36896452,-0.1488355,-0.015175689,-0.27861926,-0.37314925,-0.3039677,0.22850241,0.26254892,-0.04704604,0.07755215,0.4416111,0.10384238,0.019668749,0.07162463,0.35298508,-0.33195183,0.38004154,-0.20970462,-0.16476347,0.08032565,0.16134244,-0.0050105895,-0.028060924,0.09548377,-0.23515992,0.21368854,-0.2326968,0.038819652,-0.30782327,0.010972742,-0.07012112,0.4489608,-0.11509227,-0.43660244,0.38722974,-0.33247462,0.20783539,-0.019442663,0.022949278,-0.6003748,-0.17325401,0.37843516,-0.35410798,-0.42476445,0.120770186
Phenylephrine (nasal),0.08812493,0.26086003,0.0033794998,0.029396383,-0.32884562,-0.2992322,-0.028950904,-0.018334765,-0.2782848,-0.39358637,-0.2450244,0.1689632,0.2259049,-0.072580755,-0.054329608,0.2830426,0.18582956,-0.119201615,0.0153889945,0.20135418,-0.22221342,0.3994151,-0.2554159,-0.1113111,0.06828235,0.18014257,0.0046801646,0.021626526,0.15489249,-0.14542341,0.12509045,-0.117807336,0.10316861,-0.17103115,-0.0810648,-0.01835525,0.4282315,-0.24710484,-0.27610132,0.30056018,-0.3026237,0.2757216,-0.09205031,0.0587896,-0.6050473,0.017853504,0.35059115,-0.236531,-0.28591684,0.15748885
Phenylephrine (topical),0.048169475,0.13789521,-0.04263666,-0.06282355,-0.09329266,-0.23159319,-0.011721637,-0.017553046,-0.18952405,-0.253632,-0.14318341,0.050578397,0.12864119,-0.114332,-0.0057403445,0.26219407,0.13624497,-0.14102398,0.008807551,0.17034672,-0.19081652,0.32464018,-0.11715205,-0.2535051,0.08130076,0.10019436,-0.033123706,-0.009682417,0.111946955,-0.16228074,0.11663277,-0.19937122,-0.017593509,-0.13957645,-0.008327663,-0.020992769,0.3446764,-0.14373685,-0.22845215,0.13400738,-0.28796113,0.37894183,-0.17060864,0.11899825,-0.48237067,0.039177034,0.30506662,-0.15933171,-0.30212298,0.04437979
Phenylpropanolamine,0.25747478,0.22717248,-0.07652425,0.13246857,-0.38671663,-0.4175414,-0.13153,-0.034674097,-0.17527014,-0.42452222,-0.32473683,0.10378211,0.35139132,0.120170005,0.0051911077,0.36888614,0.16428493,-0.15113337,0.22379997,0.2511997,-0.3918379,0.4328779,-0.30857933,-0.1675587,0.11769824,0.27015638,-0.0380139,-0.08504014,0.35859233,-0.15430686,0.22190468,-0.25251788,0.2022728,-0.14517999,0.08537712,0.023584342,0.4161813,-0.13942745,-0.52670103,0.2474919,-0.34229073,0.28805712,-0.26282328,-0.024317292,-0.67937857,0.016608978,0.28546804,-0.30602595,-0.45278826,0.20767783
Polythiazide,-0.123172455,-0.39310235,0.0059098057,0.27089965,0.17482583,-0.51693803,-0.129506,-0.010058814,-0.29316536,-0.27027884,-0.13392486,-0.05532641,0.15609959,0.08401714,0.05031181,0.44376567,0.60002744,-0.5772269,-0.2696965,-0.30587718,0.05622237,0.10080999,-0.091533445,-0.13649619,-0.09230569,-0.046629876,0.23120312,-0.13148826,0.09536933,-0.1770862,-0.3420234,-0.12223538,-0.14873672,0.011027792,0.036056004,0.062674336,0.96537006,0.22897358,-0.6174586,-0.03331776,0.15057804,0.72766215,0.39933193,-0.4039639,-0.71414,-0.30933556,0.21085048,-0.49260068,-0.49127644,0.11992172
Prazosin,0.12817076,0.07219972,0.044495218,0.03006622,-0.46211758,-0.41820437,-0.13151449,-0.013191144,-0.19224653,-0.3419431,-0.21886581,0.09880407,0.21138482,-0.05264305,0.09066535,0.19411837,0.10746743,-0.055073384,0.09049187,0.18445826,-0.4306491,0.44405216,-0.037681103,-0.27035314,0.07763945,0.09009929,0.06562193,-0.18778998,0.10202768,-0.20485955,0.16576628,-0.19405977,0.13353527,-0.30214033,-0.12270326,-0.07936609,0.26076263,-0.22937925,-0.36873528,0.4544242,-0.33861288,0.18618004,-0.24555954,-0.17870094,-0.7637445,-0.05714299,0.43848047,-0.2980459,-0.23778574,0.042083718
Propylhexedrine (nasal),0.0528937,0.19398052,0.053791117,0.009794013,-0.2949522,-0.36903572,-0.13379188,-0.03250075,-0.330335,-0.27494207,-0.14355996,0.1370468,0.16228919,-0.08314963,-0.08597967,0.26759636,0.08332666,-0.049590766,0.10391765,0.32825723,-0.30341488,0.34744623,-0.14009677,-0.17845255,0.02278427,0.11524397,0.02442035,-0.05990153,0.1067537,-0.108913496,0.12172231,-0.0932968,0.06269259,-0.09219673,-0.10743354,-0.091611974,0.36215428,-0.20848194,-0.24936731,0.2236694,-0.32768926,0.37079734,-0.26090026,0.06509005,-0.6558584,-0.01643501,0.28291053,-0.23167802,-0.20422322,0.048869826
Racepinephrine,0.046535626,0.065766394,0.029961945,0.0069364277,-0.19160411,-0.2284836,-0.08153257,-0.11316534,-0.08580165,-0.09910324,-0.105532296,0.103938974,0.12811944,-0.09981592,-0.06401781,0.14389439,0.11914915,-0.1496742,-0.019367741,0.22253065,-0.24721351,0.28365082,-0.00035683805,-0.24450597,0.021683732,0.041071557,0.074823536,-0.09676678,-0.00013172814,-0.15605643,0.10646111,-0.105325885,-0.05722147,-0.117986664,-0.067423,-0.07649216,0.3791594,-0.10804093,-0.2260119,0.23714598,-0.16469412,0.34524718,-0.1188035,0.020647662,-0.42574504,-0.055435557,0.27231288,-0.16102639,-0.24595614,-0.08106974
Rizatriptan,0.009590275,0.090797655,-0.00010639223,-0.030444846,-0.24661669,-0.24731214,-0.102734394,-0.0057118633,-0.25570288,-0.33516684,-0.19382161,0.0013390493,0.1149159,-0.13404605,-0.045324124,0.34327295,0.10431064,-0.15118095,0.029690407,0.26903582,-0.22953159,0.28141716,-0.18352926,-0.24635807,0.031392362,0.14456645,-0.024471818,-0.08272909,0.20445736,-0.1685099,-0.038063392,-0.14938843,0.06407081,-0.034458227,-0.034643225,-0.078949936,0.32410526,-0.24682266,-0.24411814,0.0555839,-0.29007077,0.41348565,-0.17698768,0.044228874,-0.55191356,0.029483628,0.35361084,-0.1700623,-0.23179705,0.10132019
Tafamidis,-0.10849617,-0.12530093,0.12317324,0.17196019,0.11165565,-0.26411512,0.36240193,-0.37994975,-0.15061721,-0.3178049,-0.38199404,-0.07208144,0.80986667,-0.3225297,0.025238462,0.088623926,0.32092828,-0.22456133,-0.34879336,-0.34596094,0.16393967,-0.053939443,-0.34950718,-0.35003334,0.27654037,0.0236552,-0.074322164,0.049363796,-0.076178454,0.014582943,-0.14555503,0.017260749,-0.23721457,0.224718,-0.13630418,-0.09972884,0.4980455,-0.14018768,0.10205848,0.3996304,-0.11428539,0.5567542,0.27818114,-0.15211749,-0.7180694,-0.13393953,0.36806265,-0.20971252,-0.5224189,0.20797406
Terazosin,0.08835726,0.076357216,0.05003156,0.044933885,-0.27934852,-0.44318122,-0.13398647,0.027512565,-0.24212824,-0.435702,-0.2722726,-0.114675626,0.28077903,-0.045712743,0.25974885,0.30139643,0.07649474,0.06655003,0.009029754,0.10353135,-0.3508792,0.48888904,-0.122649595,-0.3355009,0.16515326,0.014533838,0.020881547,-0.17035519,0.16345368,-0.11897945,0.21247192,-0.29044405,0.047600694,-0.21616675,-0.13271789,-0.16208953,0.34651145,-0.12575407,-0.24255869,0.26928833,-0.31929663,0.32867917,-0.18568869,-0.0058426745,-0.7347881,-0.062162735,0.4144074,-0.25389478,-0.24484403,0.106800444
Tetryzoline (nasal),0.13438644,0.12720188,-0.002218717,-0.08079982,-0.20360799,-0.34224337,-0.13275263,0.08792002,-0.32395804,-0.4760786,-0.17108813,0.036905076,0.20653133,-0.035413012,0.10522991,0.5008611,0.1198058,-0.15602233,0.021908728,0.31251773,-0.2598794,0.41709033,-0.22140953,-0.2413235,0.031808477,0.1569121,0.013912822,-0.010132549,0.1748787,-0.26735604,0.15578616,-0.2754596,0.080972336,-0.16457653,-0.03542814,-0.0042498326,0.32590467,-0.1497855,-0.3408438,0.08918215,-0.3159527,0.34452823,-0.16233881,0.11248746,-0.5738691,-0.037262276,0.30371583,-0.2712883,-0.26960787,0.22559826
Tetryzoline (ophthalmic),0.09299657,0.11077573,-0.0074039786,0.003901388,-0.33082628,-0.42036363,-0.1852817,0.0049248794,-0.32106283,-0.28385407,-0.29548764,0.17594524,0.1881424,0.040584322,-0.07340725,0.30121207,0.21795252,-0.10070528,0.104356885,0.23129788,-0.2662404,0.38976073,-0.18267472,-0.20612115,0.011229932,0.17930472,0.0734651,-0.16818511,0.07001496,-0.27802294,0.111682765,-0.21382561,0.19707929,-0.17545971,-0.036071993,-0.087662354,0.45794547,-0.25039962,-0.47860184,0.3735268,-0.27939248,0.15195431,-0.20112179,-0.007560062,-0.67202294,-0.1498214,0.38224357,-0.24841408,-0.32563752,0.036195118
Tolazoline,0.09358282,0.1321307,-0.0029756976,0.0678703,-0.18290691,-0.3365955,-0.06955465,-0.029759966,-0.24943174,-0.18686545,-0.10875359,0.063331954,0.08361483,-0.11556301,-0.0723673,0.20334536,0.21998371,-0.11425074,0.06083395,0.21497975,-0.23514673,0.3710643,-0.1124411,-0.22311711,0.024501156,0.04238295,0.088952325,-0.07167364,0.096334115,-0.1338098,0.085344404,-0.16846459,0.0477636,-0.06878721,-0.075098336,-0.035830386,0.43572772,-0.28791755,-0.3064039,0.27183285,-0.2321939,0.33593866,-0.13820437,0.069972716,-0.65862495,-0.075313844,0.33600378,-0.26233476,-0.11979584,0.052723136
Tranylcypromine,-0.11500207,0.05416384,0.12201767,-0.036081884,-0.41391498,-0.46786994,-0.22630598,0.06269479,-0.24007644,-0.35205317,-0.3422205,0.077842645,0.3874792,-0.03334466,0.10631866,0.34131372,0.2032478,-0.094813175,0.1574884,0.30930576,-0.4733415,0.47889405,-0.16988653,-0.15952595,-0.0021474708,0.15147088,0.16688833,-0.05330673,0.05063312,-0.33505806,0.13068056,-0.187235,0.20474091,-0.3465346,-0.12758653,-0.22455715,0.35932443,-0.19178806,-0.3762196,0.40890023,-0.41171297,0.16012104,-0.16427971,-0.086612895,-0.6410355,-0.21606672,0.40534765,-0.26370278,-0.23150228,0.1587892
Trimethaphan,0.16554175,0.11603251,-0.00012785938,0.040610563,-0.3565338,-0.46447074,-0.20553327,0.008881879,-0.3795993,-0.3885844,-0.31174073,0.09969236,0.16093558,-0.04203388,0.075174965,0.26651448,0.18065439,-0.039519485,0.11011948,0.25531986,-0.36965916,0.44965985,-0.22843118,-0.15392272,0.10119111,0.18005483,0.19116254,-0.07206855,0.13235432,-0.32876727,0.1683305,-0.095496505,0.10057903,-0.28371263,0.041272126,0.068600595,0.427446,-0.33682442,-0.48974425,0.43525475,-0.25271323,0.12285079,-0.2051331,0.06111357,-0.5763111,-0.04541629,0.4139833,-0.40507603,-0.25850415,0.06571953
Tryptophan,0.0705413,0.029104162,0.03906723,-0.05094496,-0.20110953,-0.5160801,-0.26467404,0.0006400596,-0.2598962,-0.30044624,-0.32891363,-0.0037166956,0.39319322,0.016103754,0.22725603,0.28323442,0.20721614,-0.18958735,0.013536994,0.1615587,-0.27075407,0.44667307,-0.16946726,-0.14487922,0.1870843,0.156329,0.11965606,-0.025364202,0.060080588,-0.28256407,0.058987696,-0.26903132,0.038270555,-0.34241608,0.103249095,-0.12589625,0.39966178,-0.051993992,-0.46580762,0.4840433,-0.0763,0.26335114,-0.16630794,-0.05274162,-0.62434304,-0.326194,0.2757605,-0.42055306,-0.38051245,0.053666953
Xylometazoline (nasal),0.056031592,0.06064811,-0.01706919,0.06009596,-0.15893215,-0.2875718,-0.04656072,-0.06648706,-0.16411966,-0.17492361,-0.12475567,0.12110916,0.15660113,-0.13152388,-0.13238339,0.18801658,0.111645676,-0.09064062,0.013327057,0.17590557,-0.25439376,0.27671552,-0.05237654,-0.22251216,0.039266955,0.05447718,0.05691197,-0.05552474,0.055803843,-0.11974105,0.08410055,-0.095292956,-0.016324548,-0.04775336,-0.013817178,-0.024741996,0.36597702,-0.26270685,-0.23530498,0.25324672,-0.2153789,0.35173598,-0.14348087,0.04417028,-0.5493227,-0.025767153,0.33398092,-0.22027656,-0.27732706,-0.02510814
Creatine,0.11303262,-0.14128417,0.047485016,-0.13164969,-0.006134643,0.0038143303,-0.032799743,-0.11459669,0.22301908,0.112675495,-0.0679955,0.07550835,0.18051769,-0.14789924,-0.06811157,0.04744781,0.17838861,-0.2266018,0.16410944,0.34978092,-0.22267884,0.21215847,0.097223125,-0.1659236,0.17137885,-0.16694523,0.19012573,0.0032515556,-0.17327335,-0.27685088,-0.01626584,0.0581897,-0.22084019,-0.21388908,0.16880405,0.202979,0.4948171,-0.046198055,-0.25143468,0.10320947,-0.09108366,0.48077586,0.03239762,0.16253453,-0.14060706,0.041241396,0.19733001,-0.19253951,-0.40783805,-0.095266804
Famciclovir,0.2245028,-0.058047015,0.1157533,-0.07433285,-0.19881381,0.1813479,-0.1794823,-0.39411905,0.33914256,0.24933308,-0.24133278,0.26593477,0.15898456,-0.2256708,-0.3573908,-0.2665368,0.26947698,-0.1829844,0.07090037,0.51557064,-0.29124835,0.3538037,0.38834316,-0.18853681,0.03611802,-0.25525957,0.3439236,-0.06549448,-0.45757055,-0.097062,0.117321804,0.3285287,-0.26534098,-0.21367313,0.17899856,0.029051535,0.6416808,-0.46920335,-0.17810784,0.37737644,0.17021415,0.23109563,-0.028854653,0.09460012,0.0020660756,-0.059109777,0.36720458,-0.13491073,-0.4268485,-0.261851
Peginesatide,-0.081296586,-0.07742666,-0.019420013,-0.09090142,-0.64091843,-0.26913604,0.09398731,-0.2769121,0.23890351,0.1521831,0.039804503,0.022587717,0.14588335,-0.5844068,0.6527075,-0.0654294,0.26796147,0.105942406,-0.41668057,-0.14985174,-0.41121474,0.40622136,0.42926383,-0.40126535,0.43333748,-0.3872966,0.22963656,-0.47319332,-0.14672817,-0.21931097,0.1932864,0.14693084,-0.25932455,-0.43467525,-0.15337946,-0.22251114,0.14827865,-0.1463253,0.1588404,0.4389498,-0.021771735,0.42013967,-0.14654359,-0.17238599,-0.43028882,0.1764674,0.5543075,0.18725406,-0.34152147,-0.48022187
Cyproheptadine,0.07689104,-0.16166838,-0.04463325,0.046365924,-0.13772467,-0.5238633,-0.33382356,0.34982112,-0.25858185,-0.35483387,-0.1280044,-0.20167798,0.26844856,0.024529701,0.35291374,0.5728073,0.30604753,-0.24439241,0.16637366,0.22496547,-0.42103124,0.37652257,-0.03845034,-0.25442696,-0.032400742,0.07244715,0.17530136,-0.20017655,0.0704785,-0.5221483,-0.07560022,-0.50205773,0.070179984,-0.4943144,-0.006030545,-0.16217512,0.42195055,0.07658275,-0.58381194,0.28077838,-0.28099155,0.2352607,-0.20118776,-0.13641524,-0.7421103,-0.26906615,0.35712105,-0.35726961,-0.26042685,0.010178073
Salsalate,0.3967641,-0.16902144,-0.054325692,-0.12619714,0.00349351,0.23728597,0.3102392,-0.30697462,0.62715054,0.3792918,-0.057759155,-0.07843231,0.051537666,-0.016551077,-0.133217,-0.20195217,0.3545897,-0.42170614,0.35447523,0.37859723,-0.5160452,0.17185578,-0.11862934,-0.24587592,0.408505,-0.35965368,0.07686675,-0.0434073,-0.24290963,-0.06610336,0.36799031,0.23326507,-0.14824693,-0.40153894,0.017351942,0.40375012,0.64421874,0.11437819,-0.16612065,0.019576905,-0.38373494,0.5342742,0.0056355395,0.39547276,-0.29010737,0.1670437,-0.12874606,-0.034729924,-0.33969495,0.0126545355
Pramipexole,-0.02511192,-0.07822407,0.103030466,-0.12882087,-0.14474563,-0.15619725,-0.012871523,-0.13199367,-0.06914069,-0.055340726,-3.1282616e-05,-0.07458601,0.06212923,-0.18670301,0.013180679,0.14138,0.053844344,-0.10668741,-0.027181398,0.17354985,-0.2996504,0.29170573,0.026770819,-0.3683059,0.039660692,-0.0036617217,0.14214897,-0.15337488,0.0025429914,-0.2443826,-0.015440475,-0.11071033,-0.04800243,-0.12793885,-0.03340292,-0.096347444,0.21461773,-0.19001055,-0.077381045,0.14656733,-0.13211015,0.39795172,-0.18885703,0.022830026,-0.39539406,0.05983049,0.31101003,-0.027647477,-0.1711559,-0.0870588
Azatadine,0.008273478,-0.034572665,0.054186333,-0.23497747,-0.37402838,-0.5230263,-0.3336965,0.10493101,-0.2411726,-0.3942939,-0.29318154,-0.12399799,0.28284293,0.07370913,0.18233918,0.38087443,0.08239664,-0.24372575,0.18653987,0.3339223,-0.49709803,0.5755945,-0.044437174,-0.16407011,0.03075369,0.19252951,0.24292931,-0.06520406,0.06640618,-0.54217905,0.15843779,-0.33549184,0.19640796,-0.5147232,-0.04082859,-0.096521005,0.19203535,0.0020790559,-0.48926708,0.24443674,-0.34188956,0.22744855,-0.28358394,-0.12853377,-0.698254,-0.24113862,0.44030008,-0.16751091,-0.311153,0.2666393
Dexbrompheniramine,-0.002221107,-0.054789644,0.0006481741,-0.17458536,-0.29430956,-0.5029395,-0.32382777,0.17496683,-0.27469686,-0.26426998,-0.23955405,-0.2227365,0.07460841,-0.01000629,0.15680003,0.24298109,0.16849856,-0.20076177,0.1346887,0.21645632,-0.42211658,0.618231,-0.0774068,-0.2617276,0.05580712,0.13895218,0.29430482,-0.14807129,0.060794905,-0.52856433,0.013984411,-0.27329156,0.15401393,-0.40725955,-0.06652738,-0.02188931,0.28454366,-0.15657678,-0.39856145,0.32569468,-0.19538635,0.27646598,-0.25866583,-0.072489224,-0.7087242,-0.24893261,0.38223535,-0.19578853,-0.031553186,0.24345803
Entacapone,-0.0070794197,0.027028563,-0.008686061,0.10544978,-0.40640607,-0.48226735,-0.0681343,0.069581,-0.2552218,-0.36470523,-0.28101417,0.028369615,0.14120291,-0.01971611,0.28969198,0.38261423,0.12131068,-0.018772257,0.0965382,0.0659251,-0.4355434,0.39514464,-0.14661007,-0.2988294,0.11459021,0.06710155,0.054514404,-0.19555847,0.20228054,-0.3065376,0.07395269,-0.21425253,0.080687255,-0.3871255,0.041324504,-0.104658976,0.31954196,-0.22447357,-0.53503823,0.42979744,-0.31876668,0.24610595,-0.22230501,-0.13027768,-0.7690459,-0.036669478,0.3857132,-0.34080628,-0.29016683,0.02254666
Tripelennamine,-0.01332836,-0.11090012,-0.012350084,-0.16874063,-0.30650124,-0.37728527,-0.23444177,0.041414116,-0.21790016,-0.23441626,-0.34879947,-0.17401537,0.19223276,0.070154384,0.2400868,0.3437379,0.24306542,-0.15925938,0.1997818,0.098482355,-0.4442242,0.49821866,-0.13727058,-0.3148002,0.096723124,0.15520151,0.18012762,-0.16857022,0.191918,-0.48743635,0.071159914,-0.37633967,0.14859307,-0.3849419,0.02049423,-0.11992494,0.30319747,-0.08402073,-0.4149765,0.24037735,-0.28760943,0.2527956,-0.3731477,-0.10253882,-0.66219974,-0.15010837,0.33890888,-0.13850394,-0.20570569,0.16120894
Triprolidine,0.08555396,-0.11073981,0.024480939,-0.2155852,-0.31236497,-0.55875635,-0.4203399,0.11170138,-0.2654555,-0.37346914,-0.21286438,-0.22384857,0.11272051,0.10140739,0.27847826,0.39701667,0.13203609,-0.19939665,0.30226064,0.34270743,-0.6289356,0.6633261,-0.13495812,-0.21144827,0.10457049,0.084566765,0.29237092,-0.08568526,0.06451841,-0.5924119,0.1717935,-0.32013893,0.19741768,-0.49082917,-0.027138405,-0.034095496,0.27792323,-0.07708138,-0.4943732,0.24553634,-0.3607802,0.26967105,-0.3257221,-0.034274448,-0.742131,-0.17512576,0.3300858,-0.19542044,-0.142418,0.19141202
Clofibrate,0.010051795,0.0016413262,0.0219802,-0.28264776,0.16820239,0.0574938,0.104975045,-0.38746735,0.23083292,0.18880509,-0.18938892,-0.28955886,0.36403185,-0.104606204,0.023903932,0.11754562,0.15109202,-0.24879439,-0.17730574,0.26294917,-0.09096793,0.2808519,-0.11614105,-0.44270146,0.4162637,-0.2389425,0.05527534,0.12500705,-0.0115455855,-0.06795954,0.2881678,0.02053778,-0.2257456,-0.38110757,-0.082333766,-0.07452102,0.5780013,0.23875442,0.02458093,-0.07958104,-0.038477045,0.55148107,0.088923134,0.19405946,-0.32038942,-0.09911994,-0.06371049,0.15084118,-0.37218612,0.033347603
Dextrothyroxine,0.057636403,-0.15302075,0.07927349,-0.3000831,0.115863375,0.15729488,-0.083681524,-0.29012913,0.1976285,0.17678608,-0.16908456,-0.13297498,0.14972875,-0.096356675,-0.022164678,0.008262731,0.023860795,-0.26156077,-0.04918472,0.34948236,-0.17935123,0.38036117,-0.069056906,-0.45191103,0.27817306,-0.17158704,0.13587785,0.060416404,-0.010418119,-0.119552456,0.13859552,-0.0026957213,-0.22608525,-0.38948995,-0.12321884,0.11548392,0.5208111,0.12860192,-0.0870135,-0.11857121,-0.008753402,0.60657835,-0.0037083537,0.27295473,-0.18225855,0.08579144,-0.046407044,0.116125144,-0.24854486,-0.051274687
